                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num misses                       |       3357 |       3929 |       3960 |       5269 |       4277 |       5442 |       4087 |       3885 |       3873 |        951 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     26.97% |      2.94% |      2.98% |      3.82% |      3.23% |      3.96% |      3.13% |      2.87% |      2.92% |     37.49% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11107693 |   12353495 |   12356234 |   12311153 |   12292778 |   12347174 |   12205080 |   12196301 |   12348017 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19627 |     332022 |     330625 |     329526 |     326804 |     327508 |     327816 |     327809 |     330413 |       4559 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.69% |      2.68% |      2.68% |      2.66% |      2.65% |      2.69% |      2.69% |      2.68% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.19 |       2.55 |       2.54 |       2.54 |       2.52 |       2.52 |       2.54 |       2.55 |       2.54 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25861915 |   33695273 |   33648127 |   33559662 |   33429712 |   33559142 |   33456184 |   33232213 |   33644420 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376244 |     930971 |     926253 |     926988 |     917179 |     919813 |     956765 |     922801 |     924735 |     139858 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.45% |      2.76% |      2.75% |      2.76% |      2.74% |      2.74% |      2.86% |      2.78% |      2.75% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.73 |       7.15 |       7.12 |       7.14 |       7.08 |       7.08 |       7.43 |       7.18 |       7.11 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450818 |    1266651 |    1260750 |    1261358 |    1249079 |    1251268 |    1289752 |    1254476 |    1260231 |     145941 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     361209 |      91663 |      90959 |      91069 |     101197 |      93747 |     125895 |      94092 |      93649 |     123480 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.12% |      7.24% |      7.21% |      7.22% |      8.10% |      7.49% |      9.76% |      7.50% |      7.43% |     84.61% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.58 |       0.70 |       0.70 |       0.70 |       0.78 |       0.72 |       0.98 |       0.73 |       0.72 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     360791 |          0 |          0 |          0 |     378572 |          0 |          0 |          0 |     364621 |          0 |          0 |          0 |     373627 |          0 |          0 |          0
  average dram access latency (ns)   |     154.33 |        inf |        inf |        inf |     150.29 |        inf |        inf |        inf |     151.81 |        inf |        inf |        inf |     152.12 |        inf |        inf |        inf
  average dram queueing delay        |     100.90 |       0.00 |       0.00 |       0.00 |      96.86 |       0.00 |       0.00 |       0.00 |      98.38 |       0.00 |       0.00 |       0.00 |      98.69 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     186826 |      59538 |      58345 |      59034 |      67410 |      60756 |      59559 |      62758 |      61326 |      49263 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2912 |      11139 |      11403 |      10396 |       9882 |      11015 |      10318 |      10339 |       9730 |        223 |          0 |          0 |          0 |          0 |          0 |          0
