                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.04% |      0.44% |      0.44% |      0.44% |      0.43% |      0.44% |      0.44% |      0.44% |      0.43% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.11 |       1.15 |       1.15 |       1.15 |       1.12 |       1.16 |       1.15 |       1.16 |       1.13 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12265 |     131401 |     132887 |     133355 |     130397 |     132804 |     133093 |     133453 |     129930 |       2443 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3352 |       8533 |       7938 |       7971 |       8660 |       8525 |       7837 |       9321 |       7961 |        952 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     27.33% |      6.49% |      5.97% |      5.98% |      6.64% |      6.42% |      5.89% |      6.98% |      6.13% |     38.97% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.08 |       0.07 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11092570 |   11038139 |   11181448 |   11165552 |   11257644 |   11011345 |   11207614 |   11135977 |   11098960 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19617 |     308233 |     310317 |     309114 |     308238 |     306910 |     311436 |     309548 |     306980 |       4504 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.79% |      2.78% |      2.77% |      2.74% |      2.79% |      2.78% |      2.78% |      2.77% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.19 |       2.70 |       2.69 |       2.68 |       2.65 |       2.69 |       2.69 |       2.69 |       2.67 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25821684 |   29968834 |   30298856 |   30212975 |   30357381 |   30028163 |   30352039 |   30177004 |   30049804 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376312 |     780173 |     785682 |     779894 |     783630 |     812729 |     785359 |     778595 |     776142 |     139863 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.46% |      2.60% |      2.59% |      2.58% |      2.58% |      2.71% |      2.59% |      2.58% |      2.58% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.73 |       6.83 |       6.80 |       6.76 |       6.73 |       7.13 |       6.78 |       6.76 |       6.76 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450890 |    1093314 |    1100809 |    1092616 |    1096123 |    1124628 |    1100457 |    1092021 |    1088398 |     145855 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     360282 |      71991 |      71915 |      71159 |      81487 |     106061 |      71508 |      73689 |      77344 |     123510 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     79.90% |      6.58% |      6.53% |      6.51% |      7.43% |      9.43% |      6.50% |      6.75% |      7.11% |     84.68% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.57 |       0.63 |       0.62 |       0.62 |       0.70 |       0.93 |       0.62 |       0.64 |       0.67 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     312784 |          0 |          0 |          0 |     337116 |          0 |          0 |          0 |     322581 |          0 |          0 |          0 |     341077 |          0 |          0 |          0
  average dram access latency (ns)   |     180.09 |        inf |        inf |        inf |     171.56 |        inf |        inf |        inf |     177.28 |        inf |        inf |        inf |     169.09 |        inf |        inf |        inf
  average dram queueing delay        |     126.66 |       0.00 |       0.00 |       0.00 |     118.13 |       0.00 |       0.00 |       0.00 |     123.85 |       0.00 |       0.00 |       0.00 |     115.66 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     186758 |      42371 |      42204 |      41494 |      48952 |      41973 |      40802 |      42459 |      46842 |      49267 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2935 |      10412 |       9957 |      10814 |      11888 |       9959 |      11333 |      11813 |      10206 |        218 |          0 |          0 |          0 |          0 |          0 |          0
